,sharpness
5059,"tf.Tensor(6.540371678515062, shape=(), dtype=float64)"
5060,"tf.Tensor(6.534053677197826, shape=(), dtype=float64)"
5061,"tf.Tensor(6.8642181034272785, shape=(), dtype=float64)"
5062,"tf.Tensor(8.362058742286203, shape=(), dtype=float64)"
5063,"tf.Tensor(7.206447649369459, shape=(), dtype=float64)"
5064,
5065,"tf.Tensor(7.014783440750259, shape=(), dtype=float64)"
5066,"tf.Tensor(6.667571046394154, shape=(), dtype=float64)"
5067,"tf.Tensor(6.854384481187115, shape=(), dtype=float64)"
5068,"tf.Tensor(7.721623895451208, shape=(), dtype=float64)"
5069,"tf.Tensor(7.601211922118305, shape=(), dtype=float64)"
5070,"tf.Tensor(6.0741026573838, shape=(), dtype=float64)"
5071,"tf.Tensor(5.22908217792231, shape=(), dtype=float64)"
5072,
5073,
5074,"tf.Tensor(6.081899200736065, shape=(), dtype=float64)"
5075,"tf.Tensor(6.683929388501566, shape=(), dtype=float64)"
5076,"tf.Tensor(6.243075020660507, shape=(), dtype=float64)"
5077,"tf.Tensor(5.191875220450019, shape=(), dtype=float64)"
5078,"tf.Tensor(5.680752556804303, shape=(), dtype=float64)"
5079,"tf.Tensor(5.293444582450722, shape=(), dtype=float64)"
5080,"tf.Tensor(5.255758250726449, shape=(), dtype=float64)"
5081,
5082,"tf.Tensor(6.901121487975826, shape=(), dtype=float64)"
5083,"tf.Tensor(5.5802863479335025, shape=(), dtype=float64)"
5084,"tf.Tensor(6.460892133282411, shape=(), dtype=float64)"
5085,"tf.Tensor(5.461179282578137, shape=(), dtype=float64)"
5086,"tf.Tensor(8.025646029774174, shape=(), dtype=float64)"
5087,"tf.Tensor(6.573231707302122, shape=(), dtype=float64)"
5088,"tf.Tensor(6.208213166728349, shape=(), dtype=float64)"
5089,"tf.Tensor(7.533407332536998, shape=(), dtype=float64)"
5090,"tf.Tensor(8.478467535588111, shape=(), dtype=float64)"
5091,"tf.Tensor(6.107523489957917, shape=(), dtype=float64)"
5092,"tf.Tensor(8.595009961111204, shape=(), dtype=float64)"
5093,"tf.Tensor(6.310098833012368, shape=(), dtype=float64)"
5094,"tf.Tensor(6.759093956038025, shape=(), dtype=float64)"
5095,"tf.Tensor(8.06757589485299, shape=(), dtype=float64)"
5096,"tf.Tensor(6.649035042444523, shape=(), dtype=float64)"
5097,"tf.Tensor(7.6226184698960635, shape=(), dtype=float64)"
5098,"tf.Tensor(6.986943293723179, shape=(), dtype=float64)"
5099,"tf.Tensor(7.843409368898791, shape=(), dtype=float64)"
5100,"tf.Tensor(6.826889407402797, shape=(), dtype=float64)"
5101,
5102,"tf.Tensor(6.205381480796274, shape=(), dtype=float64)"
5103,"tf.Tensor(6.02928350940533, shape=(), dtype=float64)"
5104,"tf.Tensor(6.547112518866222, shape=(), dtype=float64)"
5105,"tf.Tensor(5.464471658584369, shape=(), dtype=float64)"
5106,"tf.Tensor(7.790539702424743, shape=(), dtype=float64)"
5107,"tf.Tensor(7.719521714290685, shape=(), dtype=float64)"
5108,"tf.Tensor(6.515167918820995, shape=(), dtype=float64)"
5109,"tf.Tensor(6.361409059320127, shape=(), dtype=float64)"
5110,"tf.Tensor(8.4074512586466, shape=(), dtype=float64)"
5111,"tf.Tensor(8.4585853965051, shape=(), dtype=float64)"
5112,"tf.Tensor(5.666088396289627, shape=(), dtype=float64)"
5113,"tf.Tensor(6.9537168480145075, shape=(), dtype=float64)"
5114,"tf.Tensor(7.419528498800271, shape=(), dtype=float64)"
5115,"tf.Tensor(5.576313131098886, shape=(), dtype=float64)"
5116,"tf.Tensor(7.237322344894947, shape=(), dtype=float64)"
5117,"tf.Tensor(7.6126005506657295, shape=(), dtype=float64)"
5118,"tf.Tensor(5.670740396393455, shape=(), dtype=float64)"
5119,"tf.Tensor(5.52442014164947, shape=(), dtype=float64)"
5120,"tf.Tensor(5.836510038942124, shape=(), dtype=float64)"
5121,"tf.Tensor(8.136985841585487, shape=(), dtype=float64)"
5122,"tf.Tensor(6.995017725138769, shape=(), dtype=float64)"
5123,"tf.Tensor(8.281619268059451, shape=(), dtype=float64)"
5124,"tf.Tensor(7.89438785555058, shape=(), dtype=float64)"
5125,"tf.Tensor(5.894184815376146, shape=(), dtype=float64)"
5126,"tf.Tensor(7.452357989731511, shape=(), dtype=float64)"
5127,"tf.Tensor(6.6466768636923454, shape=(), dtype=float64)"
5128,"tf.Tensor(7.200397520668666, shape=(), dtype=float64)"
5129,"tf.Tensor(5.581803922780231, shape=(), dtype=float64)"
5130,"tf.Tensor(8.16539309574048, shape=(), dtype=float64)"
5131,"tf.Tensor(5.245212767096509, shape=(), dtype=float64)"
5132,"tf.Tensor(8.271140891506306, shape=(), dtype=float64)"
5133,"tf.Tensor(7.548059784975591, shape=(), dtype=float64)"
5134,"tf.Tensor(6.212060953474407, shape=(), dtype=float64)"
5135,"tf.Tensor(5.6601739123401735, shape=(), dtype=float64)"
5136,"tf.Tensor(7.995690005162954, shape=(), dtype=float64)"
5137,"tf.Tensor(7.470413933359354, shape=(), dtype=float64)"
5138,"tf.Tensor(6.425003833541366, shape=(), dtype=float64)"
5139,"tf.Tensor(7.404759194191669, shape=(), dtype=float64)"
5140,"tf.Tensor(6.700554322499037, shape=(), dtype=float64)"
5141,"tf.Tensor(6.445191465435617, shape=(), dtype=float64)"
5142,"tf.Tensor(6.748734531594938, shape=(), dtype=float64)"
5143,"tf.Tensor(7.592073660261819, shape=(), dtype=float64)"
5144,"tf.Tensor(6.26221857036218, shape=(), dtype=float64)"
5145,"tf.Tensor(6.726038785759265, shape=(), dtype=float64)"
5146,"tf.Tensor(5.9326533854910535, shape=(), dtype=float64)"
5147,"tf.Tensor(5.682889389786067, shape=(), dtype=float64)"
5148,"tf.Tensor(7.150327105942487, shape=(), dtype=float64)"
5149,"tf.Tensor(8.236814641950335, shape=(), dtype=float64)"
5150,"tf.Tensor(5.94461353286256, shape=(), dtype=float64)"
5151,"tf.Tensor(7.814848301085761, shape=(), dtype=float64)"
5152,"tf.Tensor(7.918635601957255, shape=(), dtype=float64)"
5153,"tf.Tensor(6.877392606586996, shape=(), dtype=float64)"
5154,"tf.Tensor(7.117243136073382, shape=(), dtype=float64)"
5155,"tf.Tensor(8.743003068622878, shape=(), dtype=float64)"
5156,"tf.Tensor(6.264309559869222, shape=(), dtype=float64)"
5157,"tf.Tensor(5.784438389710946, shape=(), dtype=float64)"
5158,"tf.Tensor(6.717020882704684, shape=(), dtype=float64)"
5159,"tf.Tensor(6.549450328055763, shape=(), dtype=float64)"
5160,"tf.Tensor(8.644234412312834, shape=(), dtype=float64)"
5161,"tf.Tensor(8.525583917116725, shape=(), dtype=float64)"
5162,"tf.Tensor(6.709201945838956, shape=(), dtype=float64)"
5163,"tf.Tensor(6.891837622501821, shape=(), dtype=float64)"
5164,"tf.Tensor(8.293491632785532, shape=(), dtype=float64)"
5165,"tf.Tensor(7.221815154790471, shape=(), dtype=float64)"
5166,"tf.Tensor(4.721039687993062, shape=(), dtype=float64)"
5167,"tf.Tensor(7.210012019525441, shape=(), dtype=float64)"
5168,"tf.Tensor(6.264309559869222, shape=(), dtype=float64)"
5169,"tf.Tensor(6.410097712725051, shape=(), dtype=float64)"
5170,"tf.Tensor(7.058912826342895, shape=(), dtype=float64)"
5171,"tf.Tensor(3.405631230486322, shape=(), dtype=float64)"
5172,"tf.Tensor(7.525369482696739, shape=(), dtype=float64)"
5173,"tf.Tensor(6.374046062932261, shape=(), dtype=float64)"
5174,"tf.Tensor(6.765550061025209, shape=(), dtype=float64)"
5175,"tf.Tensor(7.121664734050202, shape=(), dtype=float64)"
5176,"tf.Tensor(7.167551412062012, shape=(), dtype=float64)"
5177,"tf.Tensor(6.796943776375063, shape=(), dtype=float64)"
5178,"tf.Tensor(7.635710797312969, shape=(), dtype=float64)"
5179,"tf.Tensor(6.141483780877842, shape=(), dtype=float64)"
5180,"tf.Tensor(6.989217564523251, shape=(), dtype=float64)"
5181,"tf.Tensor(6.2850444182883765, shape=(), dtype=float64)"
5182,"tf.Tensor(5.060868782593781, shape=(), dtype=float64)"
5183,"tf.Tensor(6.671906788957956, shape=(), dtype=float64)"
5184,"tf.Tensor(7.388282971744109, shape=(), dtype=float64)"
5185,"tf.Tensor(7.64264918258243, shape=(), dtype=float64)"
5186,"tf.Tensor(7.064181442564599, shape=(), dtype=float64)"
5187,"tf.Tensor(6.5875462424765585, shape=(), dtype=float64)"
5188,"tf.Tensor(6.180508439152361, shape=(), dtype=float64)"
5189,"tf.Tensor(7.30225373451704, shape=(), dtype=float64)"
5190,"tf.Tensor(6.949489889163921, shape=(), dtype=float64)"
5191,"tf.Tensor(5.77213296980572, shape=(), dtype=float64)"
5192,"tf.Tensor(6.5821123656866245, shape=(), dtype=float64)"
5193,"tf.Tensor(5.674763207274694, shape=(), dtype=float64)"
5194,"tf.Tensor(5.338733395541194, shape=(), dtype=float64)"
5195,"tf.Tensor(6.492102985791262, shape=(), dtype=float64)"
5196,"tf.Tensor(8.850267814352716, shape=(), dtype=float64)"
5197,"tf.Tensor(8.720228377793568, shape=(), dtype=float64)"
5198,"tf.Tensor(8.247959537238255, shape=(), dtype=float64)"
5199,"tf.Tensor(6.712554103754013, shape=(), dtype=float64)"
5200,"tf.Tensor(7.854468941487931, shape=(), dtype=float64)"
5201,"tf.Tensor(7.688333654569544, shape=(), dtype=float64)"
5202,"tf.Tensor(8.206579376944816, shape=(), dtype=float64)"
5203,"tf.Tensor(7.236002929651948, shape=(), dtype=float64)"
5204,"tf.Tensor(7.591486508271948, shape=(), dtype=float64)"
5205,"tf.Tensor(6.166530313587711, shape=(), dtype=float64)"
5206,"tf.Tensor(7.144961190019638, shape=(), dtype=float64)"
5207,"tf.Tensor(7.4628080139650566, shape=(), dtype=float64)"
5208,"tf.Tensor(4.975796066273316, shape=(), dtype=float64)"
5209,"tf.Tensor(5.997179693503535, shape=(), dtype=float64)"
5210,"tf.Tensor(7.303949506325051, shape=(), dtype=float64)"
5211,"tf.Tensor(6.450857241325119, shape=(), dtype=float64)"
5212,"tf.Tensor(7.273549930279037, shape=(), dtype=float64)"
5213,"tf.Tensor(4.871473166411892, shape=(), dtype=float64)"
5214,"tf.Tensor(7.1636364612946615, shape=(), dtype=float64)"
5215,"tf.Tensor(8.252118250080121, shape=(), dtype=float64)"
5216,"tf.Tensor(8.28368165748866, shape=(), dtype=float64)"
5217,"tf.Tensor(7.940339816572369, shape=(), dtype=float64)"
5218,"tf.Tensor(7.691109605092719, shape=(), dtype=float64)"
5219,"tf.Tensor(7.027503556173672, shape=(), dtype=float64)"
5220,"tf.Tensor(7.337277320104071, shape=(), dtype=float64)"
5221,"tf.Tensor(7.22049240452463, shape=(), dtype=float64)"
5222,"tf.Tensor(6.0641738769257225, shape=(), dtype=float64)"
5223,"tf.Tensor(6.970225516638576, shape=(), dtype=float64)"
5224,"tf.Tensor(6.918981299739337, shape=(), dtype=float64)"
5225,"tf.Tensor(8.026382262240004, shape=(), dtype=float64)"
5226,"tf.Tensor(7.137167473589453, shape=(), dtype=float64)"
5227,
5228,"tf.Tensor(8.478056089378109, shape=(), dtype=float64)"
5229,"tf.Tensor(7.152946159473713, shape=(), dtype=float64)"
5230,"tf.Tensor(7.8613327573511445, shape=(), dtype=float64)"
5231,"tf.Tensor(6.795405286350606, shape=(), dtype=float64)"
5232,
5233,"tf.Tensor(3.2651117268598453, shape=(), dtype=float64)"
5234,"tf.Tensor(5.622537831987482, shape=(), dtype=float64)"
5235,"tf.Tensor(6.611236791682143, shape=(), dtype=float64)"
5236,"tf.Tensor(7.249047032826175, shape=(), dtype=float64)"
5237,"tf.Tensor(6.877328195275745, shape=(), dtype=float64)"
5238,"tf.Tensor(8.1486085276833, shape=(), dtype=float64)"
5239,"tf.Tensor(7.504963939999721, shape=(), dtype=float64)"
5240,"tf.Tensor(7.151814542104453, shape=(), dtype=float64)"
5241,"tf.Tensor(6.6210980817520095, shape=(), dtype=float64)"
5242,"tf.Tensor(6.921541549266654, shape=(), dtype=float64)"
5243,"tf.Tensor(7.300567061449233, shape=(), dtype=float64)"
5244,"tf.Tensor(5.798290335168344, shape=(), dtype=float64)"
5245,"tf.Tensor(5.056448629805896, shape=(), dtype=float64)"
5246,"tf.Tensor(6.064196027467905, shape=(), dtype=float64)"
5247,"tf.Tensor(7.918635601957255, shape=(), dtype=float64)"
5248,"tf.Tensor(8.28580004456447, shape=(), dtype=float64)"
5249,"tf.Tensor(6.938703658048635, shape=(), dtype=float64)"
5250,"tf.Tensor(7.004516135773146, shape=(), dtype=float64)"
5251,"tf.Tensor(7.690289511108622, shape=(), dtype=float64)"
5252,"tf.Tensor(7.381013327774524, shape=(), dtype=float64)"
5253,"tf.Tensor(8.430151921025143, shape=(), dtype=float64)"
5254,"tf.Tensor(7.889093390177453, shape=(), dtype=float64)"
5255,"tf.Tensor(5.942281170191178, shape=(), dtype=float64)"
5256,"tf.Tensor(5.342581696935772, shape=(), dtype=float64)"
5257,"tf.Tensor(6.2758862832105216, shape=(), dtype=float64)"
5258,"tf.Tensor(8.08864850346313, shape=(), dtype=float64)"
5259,"tf.Tensor(6.069492285755119, shape=(), dtype=float64)"
5260,"tf.Tensor(6.966994575671823, shape=(), dtype=float64)"
5261,"tf.Tensor(7.199392511583368, shape=(), dtype=float64)"
5262,"tf.Tensor(6.35677314243051, shape=(), dtype=float64)"
5263,"tf.Tensor(7.413648705154624, shape=(), dtype=float64)"
5264,"tf.Tensor(6.975629068979665, shape=(), dtype=float64)"
5265,"tf.Tensor(7.94996248228457, shape=(), dtype=float64)"
5266,"tf.Tensor(6.759293310611025, shape=(), dtype=float64)"
5267,"tf.Tensor(7.057740505111976, shape=(), dtype=float64)"
5268,"tf.Tensor(6.509766451397084, shape=(), dtype=float64)"
5269,"tf.Tensor(6.7814735826392285, shape=(), dtype=float64)"
5270,"tf.Tensor(5.993250438048551, shape=(), dtype=float64)"
5271,"tf.Tensor(7.657450696448882, shape=(), dtype=float64)"
5272,"tf.Tensor(7.45832904901678, shape=(), dtype=float64)"
5273,"tf.Tensor(7.1091909772063016, shape=(), dtype=float64)"
5274,"tf.Tensor(6.980581654816845, shape=(), dtype=float64)"
5275,"tf.Tensor(7.13675411827164, shape=(), dtype=float64)"
5276,"tf.Tensor(7.952449166623924, shape=(), dtype=float64)"
5277,"tf.Tensor(7.592674514373908, shape=(), dtype=float64)"
5278,"tf.Tensor(7.047086563617238, shape=(), dtype=float64)"
5279,"tf.Tensor(7.402254945130855, shape=(), dtype=float64)"
5280,"tf.Tensor(5.873182806183805, shape=(), dtype=float64)"
5281,
5282,"tf.Tensor(5.762886799291254, shape=(), dtype=float64)"
5283,"tf.Tensor(7.400674046016377, shape=(), dtype=float64)"
5284,"tf.Tensor(5.911376107912492, shape=(), dtype=float64)"
5285,"tf.Tensor(5.285073294185071, shape=(), dtype=float64)"
5286,"tf.Tensor(6.010207461269929, shape=(), dtype=float64)"
5287,"tf.Tensor(6.952737300746088, shape=(), dtype=float64)"
5288,"tf.Tensor(6.394752719835786, shape=(), dtype=float64)"
5289,"tf.Tensor(8.643489936137522, shape=(), dtype=float64)"
5290,"tf.Tensor(7.093742361081988, shape=(), dtype=float64)"
5291,"tf.Tensor(7.860721715067561, shape=(), dtype=float64)"
5292,"tf.Tensor(6.538987112193883, shape=(), dtype=float64)"
5293,"tf.Tensor(6.828797583697987, shape=(), dtype=float64)"
5294,
5295,"tf.Tensor(7.598429472802393, shape=(), dtype=float64)"
5296,"tf.Tensor(6.674818965328542, shape=(), dtype=float64)"
5297,"tf.Tensor(6.444099741344922, shape=(), dtype=float64)"
5298,"tf.Tensor(7.7713914512195155, shape=(), dtype=float64)"
5299,"tf.Tensor(5.626483552169436, shape=(), dtype=float64)"
5300,"tf.Tensor(6.555793591194878, shape=(), dtype=float64)"
5301,"tf.Tensor(5.037559434982779, shape=(), dtype=float64)"
5302,"tf.Tensor(7.130916240392128, shape=(), dtype=float64)"
5303,"tf.Tensor(6.561063693356582, shape=(), dtype=float64)"
5304,"tf.Tensor(8.407896215840676, shape=(), dtype=float64)"
5305,"tf.Tensor(7.242249496535667, shape=(), dtype=float64)"
5306,"tf.Tensor(6.708088207311366, shape=(), dtype=float64)"
5307,"tf.Tensor(6.0826392497385475, shape=(), dtype=float64)"
5308,"tf.Tensor(7.199764279922613, shape=(), dtype=float64)"
5309,"tf.Tensor(6.450857241325119, shape=(), dtype=float64)"
5310,"tf.Tensor(5.751284467525667, shape=(), dtype=float64)"
5311,"tf.Tensor(5.529006166797223, shape=(), dtype=float64)"
5312,"tf.Tensor(6.385704209583841, shape=(), dtype=float64)"
5313,"tf.Tensor(4.799649266592, shape=(), dtype=float64)"
5314,"tf.Tensor(7.112100298156112, shape=(), dtype=float64)"
5315,"tf.Tensor(7.14505935626212, shape=(), dtype=float64)"
5316,"tf.Tensor(8.252118250080121, shape=(), dtype=float64)"
5317,"tf.Tensor(7.161081875728821, shape=(), dtype=float64)"
5318,"tf.Tensor(7.6919983481000935, shape=(), dtype=float64)"
5319,"tf.Tensor(6.395811387828185, shape=(), dtype=float64)"
5320,"tf.Tensor(7.525482261825824, shape=(), dtype=float64)"
5321,"tf.Tensor(6.9063999821257696, shape=(), dtype=float64)"
5322,"tf.Tensor(7.390674841137352, shape=(), dtype=float64)"
5323,"tf.Tensor(9.344360806988638, shape=(), dtype=float64)"
5324,"tf.Tensor(8.378094460705903, shape=(), dtype=float64)"
5325,"tf.Tensor(5.698483254676722, shape=(), dtype=float64)"
5326,"tf.Tensor(7.962937433211369, shape=(), dtype=float64)"
5327,"tf.Tensor(5.715684896416792, shape=(), dtype=float64)"
5328,"tf.Tensor(6.694749649312838, shape=(), dtype=float64)"
5329,"tf.Tensor(7.27071063855805, shape=(), dtype=float64)"
5330,"tf.Tensor(7.148137485296944, shape=(), dtype=float64)"
5331,"tf.Tensor(4.221868265420649, shape=(), dtype=float64)"
5332,"tf.Tensor(6.452030002651443, shape=(), dtype=float64)"
5333,"tf.Tensor(7.147608920678, shape=(), dtype=float64)"
5334,"tf.Tensor(8.894564151606806, shape=(), dtype=float64)"
5335,"tf.Tensor(8.272420756809876, shape=(), dtype=float64)"
5336,"tf.Tensor(5.905105854245887, shape=(), dtype=float64)"
5337,"tf.Tensor(8.04951059991528, shape=(), dtype=float64)"
5338,"tf.Tensor(6.677676215977338, shape=(), dtype=float64)"
5339,"tf.Tensor(5.664009457677612, shape=(), dtype=float64)"
5340,
5341,"tf.Tensor(7.254404354956691, shape=(), dtype=float64)"
5342,"tf.Tensor(5.837033271732676, shape=(), dtype=float64)"
5343,"tf.Tensor(8.343704861466462, shape=(), dtype=float64)"
5344,"tf.Tensor(3.8825931696784366, shape=(), dtype=float64)"
5345,"tf.Tensor(6.298969436728923, shape=(), dtype=float64)"
5346,"tf.Tensor(6.150291566980696, shape=(), dtype=float64)"
5347,
5348,"tf.Tensor(5.990664903894444, shape=(), dtype=float64)"
5349,"tf.Tensor(7.274323535096477, shape=(), dtype=float64)"
5350,"tf.Tensor(5.960752322520297, shape=(), dtype=float64)"
5351,"tf.Tensor(6.915418797946435, shape=(), dtype=float64)"
5352,"tf.Tensor(7.016539888093281, shape=(), dtype=float64)"
5353,"tf.Tensor(5.974576902153016, shape=(), dtype=float64)"
5354,"tf.Tensor(5.54643667111127, shape=(), dtype=float64)"
5355,"tf.Tensor(7.344917625336084, shape=(), dtype=float64)"
5356,"tf.Tensor(5.511849268548217, shape=(), dtype=float64)"
5357,"tf.Tensor(8.719364155650204, shape=(), dtype=float64)"
5358,"tf.Tensor(7.060448157085617, shape=(), dtype=float64)"
5359,"tf.Tensor(6.7973199467165335, shape=(), dtype=float64)"
5360,"tf.Tensor(5.350088116074855, shape=(), dtype=float64)"
5361,"tf.Tensor(8.268196691137955, shape=(), dtype=float64)"
5362,"tf.Tensor(6.8631539384666365, shape=(), dtype=float64)"
5363,"tf.Tensor(6.323481676298442, shape=(), dtype=float64)"
5364,"tf.Tensor(9.223745421019858, shape=(), dtype=float64)"
5365,"tf.Tensor(6.113666153468422, shape=(), dtype=float64)"
5366,"tf.Tensor(7.7038081623996195, shape=(), dtype=float64)"
5367,"tf.Tensor(7.802956420026946, shape=(), dtype=float64)"
5368,"tf.Tensor(6.382814982502553, shape=(), dtype=float64)"
5369,"tf.Tensor(6.734119615952718, shape=(), dtype=float64)"
5370,"tf.Tensor(7.529219041241031, shape=(), dtype=float64)"
5371,"tf.Tensor(6.767000009862828, shape=(), dtype=float64)"
5372,
5373,"tf.Tensor(7.252666963505502, shape=(), dtype=float64)"
5374,"tf.Tensor(7.083873435592203, shape=(), dtype=float64)"
5375,
5376,"tf.Tensor(7.68385077166954, shape=(), dtype=float64)"
5377,"tf.Tensor(5.827546223659471, shape=(), dtype=float64)"
5378,"tf.Tensor(6.4519261008732025, shape=(), dtype=float64)"
5379,"tf.Tensor(6.181353577737246, shape=(), dtype=float64)"
5380,"tf.Tensor(5.225686238247689, shape=(), dtype=float64)"
5381,"tf.Tensor(8.332531533542493, shape=(), dtype=float64)"
5382,"tf.Tensor(7.573837420156317, shape=(), dtype=float64)"
5383,"tf.Tensor(7.281490324122284, shape=(), dtype=float64)"
5384,"tf.Tensor(8.191244589538162, shape=(), dtype=float64)"
5385,"tf.Tensor(7.1957538485504005, shape=(), dtype=float64)"
5386,"tf.Tensor(8.374912732851383, shape=(), dtype=float64)"
5387,"tf.Tensor(6.383048752282442, shape=(), dtype=float64)"
5388,"tf.Tensor(7.2866498088744285, shape=(), dtype=float64)"
5389,"tf.Tensor(8.0687254460403, shape=(), dtype=float64)"
5390,"tf.Tensor(7.761678568112061, shape=(), dtype=float64)"
5391,"tf.Tensor(6.856440996300419, shape=(), dtype=float64)"
5392,"tf.Tensor(7.292910502498745, shape=(), dtype=float64)"
5393,"tf.Tensor(5.6123319013478, shape=(), dtype=float64)"
5394,"tf.Tensor(6.520016313844055, shape=(), dtype=float64)"
5395,"tf.Tensor(8.908554617002414, shape=(), dtype=float64)"
5396,"tf.Tensor(6.9563855490488224, shape=(), dtype=float64)"
5397,"tf.Tensor(6.332909346859588, shape=(), dtype=float64)"
5398,
5399,"tf.Tensor(7.8445424322842605, shape=(), dtype=float64)"
5400,"tf.Tensor(5.544398035641443, shape=(), dtype=float64)"
